domain,BCS_x,ID,literals_x,def_x,usage_x,hypernymID_x,hypernym_literals_x,hypernym_def_x,hypernym_usage_x,Prevod literala,Prevod def,Unnamed: 0,BCS_y,literals_y,def_y,usage_y,hypernymID_y,hypernym_literals_y,hypernym_def_y,hypernym_usage_y
medicine,,ENG30-14202996-n,cyst,a closed sac that develops abnormally in some body structure,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14203269-n,pip,a minor nonspecific ailment,-,ENG30-14055408-n,ailment; complaint; ill,an often persistent bodily disorder or disease; a cause for complaining,-,,,,,,,,,,,
medicine,,ENG30-14203346-n,motion sickness; kinetosis,the state of being dizzy or nauseated because of the motions that occur while traveling in or on a moving vehicle,-,ENG30-14055408-n,ailment; complaint; ill,an often persistent bodily disorder or disease; a cause for complaining,-,,,,,,,,,,,
medicine,,ENG30-14203346-n,motion sickness; kinetosis,the state of being dizzy or nauseated because of the motions that occur while traveling in or on a moving vehicle,-,ENG30-14359952-n,nausea; sickness,the state that precedes vomiting,-,,,,,,,,,,,
medicine,,ENG30-14203605-n,airsickness; air sickness,motion sickness experienced while traveling by air (especially during turbulence),-,ENG30-14203346-n,motion sickness; kinetosis,the state of being dizzy or nauseated because of the motions that occur while traveling in or on a moving vehicle,-,,,,,,,,,,,
medicine,,ENG30-14203813-n,car sickness,motion sickness experienced while traveling in a car,-,ENG30-14203346-n,motion sickness; kinetosis,the state of being dizzy or nauseated because of the motions that occur while traveling in or on a moving vehicle,-,,,,,,,,,,,
medicine,,ENG30-14203942-n,seasickness; mal de mer; naupathia,motion sickness experienced while traveling on water,-,ENG30-14203346-n,motion sickness; kinetosis,the state of being dizzy or nauseated because of the motions that occur while traveling in or on a moving vehicle,-,,,,,,,,,,,
medicine,,ENG30-14204095-n,heatstroke; heat hyperpyrexia,collapse caused by exposure to excessive heat,-,ENG30-14052046-n,ill health; unhealthiness; health problem,a state in which you are unable to function normally and without pain,-,,,,,,,,,,,
medicine,,ENG30-14204253-n,heat exhaustion; heat prostration; prostration,a condition marked by dizziness and nausea and weakness caused by depletion of body fluids and electrolytes,-,ENG30-14204095-n,heatstroke; heat hyperpyrexia,collapse caused by exposure to excessive heat,-,,,,,,,,,,,
medicine,,ENG30-14204586-n,sunstroke; insolation; thermic fever; siriasis,sudden prostration due to exposure to the sun or excessive heat,-,ENG30-14204095-n,heatstroke; heat hyperpyrexia,collapse caused by exposure to excessive heat,-,,,,,,,,,,,
medicine,,ENG30-14204763-n,endometriosis; adenomyosis,the presence of endometrium elsewhere than in the lining of the uterus; causes premenstrual pain and dysmenorrhea,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14206224-n,adhesion,abnormal union of bodily tissues; most common in the abdomen,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14206375-n,symphysis,an abnormal adhesion of two or more structures,-,ENG30-14206224-n,adhesion,abnormal union of bodily tissues; most common in the abdomen,-,,,,,,,,,,,
medicine,,ENG30-14206477-n,synechia,adhesions between the iris and the lens or cornea resulting from trauma or eye surgery of as a complication of glaucoma or cataract; can lead to blindness,-,ENG30-14206224-n,adhesion,abnormal union of bodily tissues; most common in the abdomen,-,,,,,,,,,,,
medicine,,ENG30-14206722-n,anterior synechia,adhesion between the iris and the cornea,-,ENG30-14206477-n,synechia,adhesions between the iris and the lens or cornea resulting from trauma or eye surgery of as a complication of glaucoma or cataract; can lead to blindness,-,,,,,,,,,,,
medicine,,ENG30-14206826-n,posterior synechia,adhesion between the iris and the lens,-,ENG30-14206477-n,synechia,adhesions between the iris and the lens or cornea resulting from trauma or eye surgery of as a complication of glaucoma or cataract; can lead to blindness,-,,,,,,,,,,,
medicine,,ENG30-14207561-n,infarct; infarction,localized necrosis resulting from obstruction of the blood supply,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14207711-n,macrocytosis,the presence of macrocytes in the blood,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14207809-n,fibrosis,development of excess fibrous connective tissue in an organ,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14207978-n,myelofibrosis,fibrosis of the bone marrow,-,ENG30-14207809-n,fibrosis,development of excess fibrous connective tissue in an organ,-,,,,,,,,,,,
medicine,,ENG30-14208065-n,malacia,a state of abnormal softening of tissue,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14208176-n,osteomalacia,abnormal softening of bones caused by deficiencies of phosphorus or calcium or vitamin D,-,ENG30-14208065-n,malacia,a state of abnormal softening of tissue,-,,,,,,,,,,,
medicine,,ENG30-14209635-n,polymyositis,myositis characterixed by weakness of limb and neck muscles and much muscle pain and swelling; progression and severity vary among individuals,-,ENG30-14350292-n,myositis,inflammation of muscle tissue,-,,,,,,,,,,,
medicine,,ENG30-14210119-n,osteopetrosis; Albers-Schonberg disease; marble bones disease,an inherited disorder characterized by an increase in bone density; in severe forms the bone marrow cavity may be obliterated,-,ENG30-14151139-n,genetic disease; genetic disorder; genetic abnormality; genetic defect; congenital disease; inherited disease; inherited disorder; hereditary disease; hereditary condition,a disease or disorder that is inherited genetically,-,,,,,,,,,,,
medicine,,ENG30-14210354-n,osteoporosis,abnormal loss of bony tissue resulting in fragile porous bones attributable to a lack of calcium; most common in postmenopausal women,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14210716-n,demineralization; demineralisation,abnormal loss of mineral salts (especially from bone),-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14210888-n,pyorrhea; pyorrhoea,discharge of pus,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14210971-n,uremia; uraemia; azotemia; azotaemia,accumulation in the blood of nitrogen-bearing waste products (urea) that are usually excreted in the urine,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14211212-n,azoturia,excess of urea in the urine,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14211440-n,tubercle,a swelling that is the characteristic lesion of tuberculosis,-,ENG30-14211294-n,lesion,any visible abnormal structural change in a bodily part,-,,,,,,,,,,,
medicine,,ENG30-14212126-n,bedsore; pressure sore; decubitus ulcer,a chronic ulcer of the skin caused by prolonged pressure on it (as in bedridden patients),-,ENG30-14211609-n,ulcer; ulceration,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,-,,,,,,,,,,,
medicine,,ENG30-14212303-n,chancroid,infectious venereal ulcer,-,ENG30-14211609-n,ulcer; ulceration,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,-,,,,,,,,,,,
medicine,,ENG30-14212402-n,peptic ulcer; peptic ulceration,an ulcer of the mucous membrane lining of the alimentary tract,-,ENG30-14211609-n,ulcer; ulceration,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,-,,,,,,,,,,,
medicine,,ENG30-14212670-n,gastric ulcer,a peptic ulcer of the stomach,-,ENG30-14212402-n,peptic ulcer; peptic ulceration,an ulcer of the mucous membrane lining of the alimentary tract,-,,,,,,,,,,,
medicine,,ENG30-14212759-n,canker,an ulceration (especially of the lips or lining of the mouth),-,ENG30-14211609-n,ulcer; ulceration,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,-,,,,,,,,,,,
medicine,,ENG30-14212941-n,noli-me-tangere,a cancerous ulcer of soft tissue and bone,-,ENG30-14211609-n,ulcer; ulceration,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,-,,,,,,,,,,,
medicine,,ENG30-14213328-n,curvature,(medicine) a curving or bending; often abnormal,1 : curvature of the spine,ENG30-13920835-n,condition; status,a state at a particular time,1 : the current status of the arms negotiations | 2 : a condition (or state) of disrepair,,,,,,,,,,,
medicine,,ENG30-14214001-n,clawfoot; pes cavus,a deformity of the foot characterized by an abnormally high arch and hyperextension of the toes which gives the foot the appearance of a claw,-,ENG30-14213512-n,deformity; malformation; misshapenness,an affliction in which some part of the body is misshapen or malformed,-,,,,,,,,,,,
medicine,,ENG30-14214209-n,cleft foot,a deformity in which the space between the third and fourth toes extends up into the foot,-,ENG30-14213512-n,deformity; malformation; misshapenness,an affliction in which some part of the body is misshapen or malformed,-,,,,,,,,,,,
medicine,,ENG30-14214355-n,cleft lip; harelip; cheiloschisis,a congenital cleft in the middle of the upper lip,-,ENG30-14465048-n,birth defect; congenital anomaly; congenital defect; congenital disorder; congenital abnormality,a defect that is present at birth,-,,,,,,,,,,,
medicine,,ENG30-14214486-n,cleft palate,a congenital fissure of the hard palate,-,ENG30-14465048-n,birth defect; congenital anomaly; congenital defect; congenital disorder; congenital abnormality,a defect that is present at birth,-,,,,,,,,,,,
medicine,,ENG30-14214584-n,clubfoot; talipes,congenital deformity of the foot usually marked by a curled shape or twisted position of the ankle and heel and toes,-,ENG30-14213512-n,deformity; malformation; misshapenness,an affliction in which some part of the body is misshapen or malformed,-,,,,,,,,,,,
medicine,,ENG30-14056588-n,anorgasmia,absence of an orgasm in sexual relations,-,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,,,,,,,,,,,
medicine,,ENG30-14057221-n,bladder disorder,a disorder of the urinary bladder,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,,,,,,,,,,,
medicine,,ENG30-14057569-n,carpal tunnel syndrome,a disorder caused by compression of a nerve in the carpal tunnel (where the nerve passes through the wrist); characterized by discomfort and weakness in the hand,-,ENG30-14109691-n,nerve entrapment,repeated and long-term nerve compression (usually in nerves near joints that are subject to inflammation or swelling),-,,,,,,,,,,,
medicine,,ENG30-14057828-n,celiac disease,a disorder in children and adults; inability to tolerate wheat protein (gluten); symptoms include foul-smelling diarrhea and emaciation; often accompanied by lactose intolerance,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,,,,,,,,,,,
medicine,,ENG30-14058066-n,cheilosis; perleche,a disorder of the lips marked by scaling and fissures at the corners of the mouth; caused by a deficiency of riboflavin,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,,,,,,,,,,,
medicine,,ENG30-14058252-n,choking,a condition caused by blocking the airways to the lungs (as with food or swelling of the larynx),-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,,,,,,,,,,,
medicine,,ENG30-14058456-n,colpoxerosis,a condition in which the vagina is unusually dry,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,,,,,,,,,,,
medicine,,ENG30-14059825-n,fantods,an ill-defined state of irritability and distress,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,,,,,,,,,,,
