domain,BCS,ID,literals,def,usage,hypernymID,hypernym_literals,hypernym_def,hypernym_usage,Prevod literala,Prevod def
medicine,%,ENG30-04013729-n,prosthesis; prosthetic device,corrective consisting of a replacement for a part of the body,-,ENG30-03111899-n,corrective; restorative,a device for treating injury or disease,-,proteza,korektivni uređaj koji se sastoji od zamene za deo tela
medicine,%,ENG30-03957420-n,plaster; adhesive plaster; sticking plaster,adhesive tape used in dressing wounds,-,ENG30-02680337-n,adhesive tape,tape coated with adhesive,-,gips,ljepljiva traka koja se koristi za oblaganje rana
medicine,%,ENG30-04696432-n,wart; verruca,(pathology) a firm abnormal elevated blemish on the skin; caused by a virus,-,ENG30-04692157-n,blemish; defect; mar,a mark or flaw that spoils the appearance of something (especially on a person`s body),1 : a facial blemish,bradavica; verruca,"vrsta izrasline na koži, lokalna hipertrofija nekih slojeva kože, najčešće izazvana virusom."
medicine,%,ENG30-04696432-n,wart; verruca,(pathology) a firm abnormal elevated blemish on the skin; caused by a virus,-,ENG30-14228148-n,keratosis,a skin condition marked by an overgrowth of layers of horny skin,-,bradavica; verruca,"vrsta izrasline na koži, lokalna hipertrofija nekih slojeva kože, najčešće izazvana virusom."
medicine,%,ENG30-08112630-n,health profession,the body of individuals whose work helps to maintain the health of their clients,-,ENG30-08112096-n,profession; community,the body of people in a learned occupation,1 : the news spread rapidly through the medical community,lekarska profesija; zdravstvo,zbir pojedinaca čiji rad pomaže očuvanju zdravlja njihovih klijenata
medicine,%,ENG30-07537485-n,depression,sad feelings of gloom and inadequacy,-,ENG30-07532440-n,sadness; unhappiness,emotions experienced when not in a state of well-being,-,depresija,Tužna osećaja neadekvatnosti i potištenosti.
medicine,%,ENG30-14049711-n,good health; healthiness,the state of being vigorous and free from bodily or mental disease,-,ENG30-14034177-n,physiological state; physiological condition,the state of the body or bodily functions,-,zdravlje,Stanje u kome je osoba krepka i nema telesne i duševne bolesti.
medicine,%,ENG30-14171682-n,inflammatory disease,a disease characterized by inflammation,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,zapalenje,bolest koju karakteriše neki zapaljenski proces
medicine,%,ENG30-14176715-n,focal infection,bacterial infection limited to a specific organ or region especially one causing symptoms elsewhere,-,ENG30-14174549-n,infection,the pathological state resulting from the invasion of the body by pathogenic microorganisms,-,fokalna infekcija; žarišna infekcija,"bakterijska infekcija ograničena na određeni organ ili region, posebno onaj koji uzrokuje simptome na drugim mestima"
medicine,%,ENG30-14228148-n,keratosis,a skin condition marked by an overgrowth of layers of horny skin,-,ENG30-14219661-n,skin disease; disease of the skin; skin disorder; skin problem; skin condition,a disease affecting the skin,-,keratoza,"Grupa kožnih poremećaja koje karakteriše prekomerno stvaranje keratina, ključnog proteina kože, kose i noktiju. Prvi simptom je orožnala koža."
medicine,%,ENG30-14219661-n,skin disease; disease of the skin; skin disorder; skin problem; skin condition,a disease affecting the skin,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,kožna bolest; oboljenje kože,bolest koja napada kožu
medicine,%,ENG30-13837667-n,medical relation,the professional relation between a health care professional and a patient,-,ENG30-13837439-n,professional relation,the relation that exists when one person requests and is granted professional help from a qualified source,-,odnos zdravstvenog radnika i pacijenta,Profesionalni odnos između zdravstvenog radnika i pacijenta.
medicine,%,ENG30-13837840-n,doctor-patient relation,the responsibility of a physician to act in the best interests of the patient,-,ENG30-13837667-n,medical relation,the professional relation between a health care professional and a patient,-,odnos lekara i pacijenta,Odgovornost lekara da nastupa u najboljem interesu pacijenta.
medicine,%,ENG30-14447908-n,health; wellness,a healthy state of wellbeing free from disease,1 : physicians should be held responsible for the health of their patients,ENG30-14447525-n,wellbeing; well-being; welfare; upbeat; eudaemonia; eudaimonia,a contented state of being happy and healthy and prosperous,1 : the town was finally on the upbeat after our recent troubles,zdravlje,Stanje zadovoljstva jer nema bolesti.
medicine,%,ENG30-00928232-v,indicate; suggest,suggest the necessity of an intervention; in medicine,1 : Tetracycline is indicated in such cases,ENG30-00831651-v,inform,"impart knowledge of some fact, state or affairs, or event to",1 : I informed him of his rights,pokazati; pokazivati; ukazati; ukazivati,ukazati na neophodnost kakvog zahvata (u medicini)
medicine,%,ENG30-14497763-n,dirtiness; uncleanness,the state of being unsanitary,-,ENG30-14494716-n,sanitary condition,the state of sanitation (clean or dirty),-,prljavština; nečistoća,Stanje onoga koji nije čist.
medicine,%,ENG30-04376876-n,syringe,a medical instrument used to inject or withdraw fluids,-,ENG30-03739693-n,medical instrument,instrument used in the practice of medicine,-,špric,medicinski instrument koji se koristi za ubrizgavanje ili izvlačenje tečnosti
medicine,*,ENG30-14235200-n,tumor; tumour; neoplasm,an abnormal new mass of tissue that serves no purpose,-,ENG30-14234074-n,growth,(pathology) an abnormal proliferation of tissue (as in a tumor),-,tumor,Abnormalna nova masa tkiva koja nema nikakvu ulogu.
medicine,*,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,zapaljenje; upala,"Odgovor telesnog tkiva na povredu ili nadržaj; karakteriše ga bol, otok, crvenilo i pečenje."
medicine,*,ENG30-14234074-n,growth,(pathology) an abnormal proliferation of tissue (as in a tumor),-,ENG30-14061805-n,illness; unwellness; malady; sickness,impairment of normal physiological function affecting part or all of an organism,-,izraslina,"Abnormalna proliferacija tkiva, kakva je tumor (u patologiji)."
medicine,*,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,ENG30-05823932-n,evidence; grounds,your basis for belief or disbelief; knowledge on which to base belief,1 : the evidence that smoking causes lung cancer is very compelling,simptom,"U medicini, bilo kakav osećaj ili promena u telesnim funkcijama koje pacijent doživljava a povezuju se s određenom bolešću."
medicine,*,ENG30-14322699-n,pain; hurting,a symptom of some physical hurt or disorder,1 : the patient developed severe pain and distension,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,bol,Simptom neke fizičke povrede ili poremećaja.
medicine,*,ENG30-14061805-n,illness; unwellness; malady; sickness,impairment of normal physiological function affecting part or all of an organism,-,ENG30-14052046-n,ill health; unhealthiness; health problem,a state in which you are unable to function normally and without pain,-,bolest; morbus,Oštećenje normalne fiziološke funkcije koje pogađa deo ili ceo organizam.
medicine,*,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,ENG30-14061805-n,illness; unwellness; malady; sickness,impairment of normal physiological function affecting part or all of an organism,-,oboljenje; bolest,Narušenost zdravlja ili stanje nenormalnog funkcionisanja.
medicine,*,ENG30-14285662-n,injury; hurt; harm; trauma,any physical damage to the body caused by violence or accident or fracture etc.,-,ENG30-14052046-n,ill health; unhealthiness; health problem,a state in which you are unable to function normally and without pain,-,povreda; ozleda,"Bilo kakva oštetočina na telu izazvana nasiljem, nezgodom ili prelomom."
medicine,*,ENG30-14052046-n,ill health; unhealthiness; health problem,a state in which you are unable to function normally and without pain,-,ENG30-14051917-n,pathological state,a condition that is not normal,-,zdravstveni problem; loše zdravstveno stanje,Stanje u kome čovek ne može da funkcioniše normalno i bez bola.
medicine,*,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,ENG30-13920835-n,condition; status,a state at a particular time,1 : the current status of the arms negotiations | 2 : a condition (or state) of disrepair,poremećaj,Stanje u kome postoji poremećaj normalnog funkcionisanja.
medicine,*,ENG30-10020890-n,doctor; doc; physician; MD; Dr.; medico,a licensed medical practitioner,1 : I felt so bad I went to see my doctor,ENG30-10305802-n,medical practitioner; medical man,someone who practices medicine,-,lekar; lečnik; doktor,Medicinski radnik sa dozvolom.
medicine,*,ENG30-10165109-n,health professional; health care provider; caregiver,a person who helps in identifying or preventing or treating illness or disability,-,ENG30-10480253-n,professional; professional person,a person engaged in one of the learned professions,-,radnik u zdravstvenoj službi; radnik u zdravstvu,"Osoba koja pomaže identifikovanje, prevenciju ili lečenje bolesti ili nemoći."
medicine,*,ENG30-10305802-n,medical practitioner; medical man,someone who practices medicine,-,ENG30-10165109-n,health professional; health care provider; caregiver,a person who helps in identifying or preventing or treating illness or disability,-,medicinski radnik; zdravstveni radnik; medicinar,Neko ko se bavi medicinom.
medicine,*,ENG30-00203866-v,worsen; decline,grow worse,1 : Conditions in the slum worsened,ENG30-00146138-v,change state; turn,undergo a transformation or a change of position or action,1 : The people turned against the President when he stole the election | 2 : We turned from Socialism to Capitalism,pogoršati se,Postati lošije.
medicine,*,ENG30-00657604-n,medical care; medical aid,professional treatment for illness or injury,-,ENG30-00658082-n,treatment,care by procedures or applications that are intended to relieve illness or injury,-,pomoć; medicinska pomoć,Profesionalni tretman bolesti ili povrede.
medicine,*,ENG30-00658082-n,treatment,care by procedures or applications that are intended to relieve illness or injury,-,ENG30-00654885-n,care; attention; aid; tending,the work of caring for or attending to someone or something,1 : the old car needed constant attention | 2 : no medical care was required,tretman; lečenje,Nega postupcima ili primenama čiji je cilj olakšanje bolesti ili povrede.
